company_id,batch,label_type,from_snapshot,to_snapshot,added,removed
30880,Fall 2025,tag,2026-05-04,2026-06-01,,AI|Artificial Intelligence|Chat|Consumer|Search
30885,Fall 2025,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence|Design Tools
30885,Fall 2025,subindustry,2026-05-04,2026-06-01,B2B,"B2B -> Engineering, Product and Design"
30911,Fall 2025,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
30912,Fall 2025,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence|Customer Support
30918,Fall 2025,tag,2026-05-04,2026-06-01,Compliance,SaaS
30928,Fall 2025,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
30932,Fall 2025,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
30937,Fall 2025,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
30940,Fall 2025,tag,2026-05-04,2026-06-01,B2B,Entertainment|Generative AI
30943,Fall 2025,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
30946,Fall 2025,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
30947,Fall 2025,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
30970,Fall 2025,tag,2026-05-04,2026-06-01,,Artificial Intelligence|Biotechnology|Drug discovery|Machine Learning|Synthetic Biology
30972,Fall 2025,tag,2026-05-04,2026-06-01,,AI Assistant|Artificial Intelligence|B2B|Developer Tools|Enterprise
30975,Fall 2025,tag,2026-05-04,2026-06-01,Artificial Intelligence|Operations,
30975,Fall 2025,subindustry,2026-05-04,2026-06-01,B2B -> Operations,B2B -> Infrastructure
30981,Fall 2025,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
30995,Fall 2025,tag,2026-05-04,2026-06-01,Artificial Intelligence|Conversational AI|Data Engineering|Generative AI,
30999,Fall 2025,tag,2026-05-04,2026-06-01,AI|Cybersecurity,
31000,Winter 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|Legal|LegalTech|Operations,
31009,Fall 2025,subindustry,2026-05-04,2026-06-01,B2B,B2B -> Marketing
31030,Winter 2026,tag,2026-05-04,2026-06-01,AI|Supply Chain,Reinforcement Learning
31051,Winter 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|B2B|Consumer|Data Engineering|SaaS,
31063,Spring 2026,tag,2026-05-04,2026-06-01,,AI|Healthcare|Telehealth|Telemedicine
31076,Spring 2026,tag,2026-05-04,2026-06-01,Digital Health,Fitness
31080,Winter 2026,tag,2026-05-04,2026-06-01,,AI|Biometrics|Fraud Detection|Fraud Prevention|Identity
31101,Winter 2026,tag,2026-05-04,2026-06-01,,Artificial Intelligence|B2B|Immigration|Legal|SaaS
31102,Spring 2026,tag,2026-05-04,2026-06-01,Industrial,
31191,Winter 2026,tag,2026-05-04,2026-06-01,AI|Machine Learning|Reinforcement Learning,
31193,Spring 2026,tag,2026-05-04,2026-06-01,,Aerospace|Drones|GovTech|Hard Tech|Hardware
31215,Winter 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31216,Summer 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31222,Spring 2026,tag,2026-05-04,2026-06-01,,AI
31223,Winter 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31241,Winter 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|B2B|Developer Tools|Enterprise Software,
31246,Spring 2026,tag,2026-05-04,2026-06-01,Developer Tools|Open Source,
31263,Winter 2026,tag,2026-05-04,2026-06-01,AI Assistant|B2B|Calendar|Email|Productivity,
31263,Winter 2026,subindustry,2026-05-04,2026-06-01,B2B -> Productivity,B2B
31283,Winter 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|Culture,AI|Big Data|Infrastructure|Machine Learning
31295,Winter 2026,tag,2026-05-04,2026-06-01,AI|AIOps|B2B|FinOps,Automation|Reinforcement Learning
31323,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31333,Spring 2026,tag,2026-05-04,2026-06-01,Infrastructure,AI Assistant|Swarm AI
31333,Spring 2026,industry,2026-05-04,2026-06-01,B2B,Consumer
31333,Spring 2026,subindustry,2026-05-04,2026-06-01,B2B,Consumer
31345,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|B2B|SaaS,AI
31360,Spring 2026,tag,2026-05-04,2026-06-01,AI|B2B|Enterprise Software|Generative AI,
31364,Spring 2026,tag,2026-05-04,2026-06-01,API|Artificial Intelligence|Conversational AI|Customer Support,AI|AI Assistant|B2B|Sales
31364,Spring 2026,subindustry,2026-05-04,2026-06-01,B2B,B2B -> Sales
31369,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31373,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|Generative AI,AI|AI-Enhanced Learning
31374,Spring 2026,tag,2026-05-04,2026-06-01,,Drones|Industrial
31375,Spring 2026,tag,2026-05-04,2026-06-01,Robotics,
31376,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
31380,Spring 2026,tag,2026-05-04,2026-06-01,AI|Developer Tools|Open Source,B2B|SaaS|Sales Enablement
31380,Spring 2026,subindustry,2026-05-04,2026-06-01,"B2B -> Engineering, Product and Design",B2B -> Sales
31385,Spring 2026,tag,2026-05-04,2026-06-01,,Artificial Intelligence|B2B|Lending
31391,Spring 2026,tag,2026-05-04,2026-06-01,AIOps|Artificial Intelligence|Automation,Consumer Finance
31396,Spring 2026,tag,2026-05-04,2026-06-01,Enterprise Software|Logistics|Supply Chain,Documents
31402,Spring 2026,tag,2026-05-04,2026-06-01,Marketplace,Consumer|Recruiting
31402,Spring 2026,industry,2026-05-04,2026-06-01,B2B,Consumer
31402,Spring 2026,subindustry,2026-05-04,2026-06-01,B2B -> Recruiting and Talent,Consumer -> Job and Career Services
31404,Spring 2026,subindustry,2026-05-04,2026-06-01,B2B -> Productivity,B2B -> Operations
31410,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
31418,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
31419,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31424,Spring 2026,tag,2026-05-04,2026-06-01,AI|Enterprise|Enterprise Software|SaaS,Artificial Intelligence
31426,Spring 2026,tag,2026-05-04,2026-06-01,AI|B2B|Sales,
31427,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31439,Spring 2026,tag,2026-05-04,2026-06-01,Automotive|Workflow Automation,AI-powered Drug Discovery|Biotech|Machine Learning
31440,Spring 2026,tag,2026-05-04,2026-06-01,B2B|Fintech,AIOps|Security
31442,Spring 2026,tag,2026-05-04,2026-06-01,Drones|Robotics|Swarm AI,Batteryless IoT Sensors|Climate
31442,Spring 2026,subindustry,2026-05-04,2026-06-01,Industrials -> Defense,Industrials -> Energy
31445,Spring 2026,tag,2026-05-04,2026-06-01,,B2B|Health Tech|Healthcare|SaaS
31451,Spring 2026,tag,2026-05-04,2026-06-01,AI|Neobank,
31458,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|Developer Tools,
31458,Spring 2026,industry,2026-05-04,2026-06-01,B2B,Consumer
31458,Spring 2026,subindustry,2026-05-04,2026-06-01,B2B -> Productivity,Consumer
31460,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31473,Spring 2026,tag,2026-05-04,2026-06-01,,AI|B2B|SaaS|Social Media
31481,Spring 2026,tag,2026-05-04,2026-06-01,Manufacturing|Procurement,
31482,Spring 2026,tag,2026-05-04,2026-06-01,B2B,Consumer Products
31489,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31491,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence|B2B|Developer Tools,AI
31507,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31512,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
31518,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
31520,Spring 2026,tag,2026-05-04,2026-06-01,,B2B|Conversational AI|E-commerce
31528,Spring 2026,tag,2026-05-04,2026-06-01,,AI|Artificial Intelligence|Recruiting
31528,Spring 2026,subindustry,2026-05-04,2026-06-01,B2B,B2B -> Human Resources
31531,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
31531,Spring 2026,subindustry,2026-05-04,2026-06-01,B2B -> Marketing,B2B
31536,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31546,Spring 2026,tag,2026-05-04,2026-06-01,AI,Artificial Intelligence
31550,Spring 2026,tag,2026-05-04,2026-06-01,AI|Consumer,Artificial Intelligence|B2B
31560,Spring 2026,tag,2026-05-04,2026-06-01,Artificial Intelligence,AI
31561,Spring 2026,tag,2026-05-04,2026-06-01,Aerospace|Hard Tech,Artificial Intelligence|Manufacturing
31564,Spring 2026,tag,2026-05-04,2026-06-01,,Customization|Generative AI|Insurance
52,Winter 2012,tag,2026-06-01,2026-07-01,Defense,
691,Summer 2014,tag,2026-06-01,2026-07-01,Defense,
774,Winter 2015,tag,2026-06-01,2026-07-01,AI-Enhanced Learning|Sales Enablement,Subscriptions|Video
774,Winter 2015,industry,2026-06-01,2026-07-01,B2B,Education
774,Winter 2015,subindustry,2026-06-01,2026-07-01,B2B -> Productivity,Education
856,Winter 2015,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
1034,Winter 2016,tag,2026-06-01,2026-07-01,Artificial Intelligence|Marketing,
1300,Summer 2016,tag,2026-06-01,2026-07-01,Defense,
1891,Summer 2018,tag,2026-06-01,2026-07-01,AI|Enterprise,ML
1891,Summer 2018,subindustry,2026-06-01,2026-07-01,B2B,B2B -> Productivity
1940,Summer 2018,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
12071,Winter 2019,tag,2026-06-01,2026-07-01,Defense,
12862,Summer 2019,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
12974,Winter 2020,tag,2026-06-01,2026-07-01,APIs|Artificial Intelligence,Developer Tools|Fintech|Payments
13705,Winter 2020,tag,2026-06-01,2026-07-01,Artificial Intelligence,
21784,Summer 2020,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
22273,Summer 2020,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
22632,Winter 2021,tag,2026-06-01,2026-07-01,Artificial Intelligence,SaaS
22708,Winter 2021,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
22876,Winter 2021,tag,2026-06-01,2026-07-01,Defense,
23105,Winter 2021,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
23105,Winter 2021,subindustry,2026-06-01,2026-07-01,B2B -> Recruiting and Talent,B2B -> Retail
23431,Winter 2021,tag,2026-06-01,2026-07-01,Conversational AI,
23530,Winter 2021,tag,2026-06-01,2026-07-01,AIOps|Analytics,AI-Enhanced Learning|Data Engineering
23530,Winter 2021,subindustry,2026-06-01,2026-07-01,"B2B -> Engineering, Product and Design",B2B -> Productivity
23636,Winter 2021,tag,2026-06-01,2026-07-01,AI|B2B|Construction|Scheduling,Consumer Health Services|Mental Health|Subscriptions
23636,Winter 2021,industry,2026-06-01,2026-07-01,Real Estate and Construction,Healthcare
23636,Winter 2021,subindustry,2026-06-01,2026-07-01,Real Estate and Construction -> Construction,Healthcare -> Consumer Health and Wellness
24137,Summer 2021,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
24230,Summer 2021,tag,2026-06-01,2026-07-01,Defense,
24382,Summer 2021,tag,2026-06-01,2026-07-01,Defense,
24390,Summer 2021,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
24868,Summer 2021,tag,2026-06-01,2026-07-01,Defense,
25342,Winter 2022,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
25348,Winter 2022,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI|Compliance
25402,Winter 2022,tag,2026-06-01,2026-07-01,Drones,Developer Tools
25402,Winter 2022,industry,2026-06-01,2026-07-01,Industrials,B2B
25402,Winter 2022,subindustry,2026-06-01,2026-07-01,Industrials -> Drones,B2B -> Infrastructure
25522,Winter 2022,tag,2026-06-01,2026-07-01,AI Assistant|Artificial Intelligence,
26138,Winter 2022,tag,2026-06-01,2026-07-01,Mining,AI
26138,Winter 2022,industry,2026-06-01,2026-07-01,Industrials,Real Estate and Construction
26138,Winter 2022,subindustry,2026-06-01,2026-07-01,Industrials -> Energy,Real Estate and Construction -> Construction
26662,Summer 2022,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
26693,Summer 2022,tag,2026-06-01,2026-07-01,AI|Call Center|Conversational AI,API|Artificial Intelligence
26704,Summer 2022,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
26712,Summer 2022,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
26800,Summer 2022,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
26825,Summer 2022,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
26837,Winter 2023,tag,2026-06-01,2026-07-01,Open Source|Productivity,Investing|Real Estate
27039,Summer 2022,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
27039,Summer 2022,subindustry,2026-06-01,2026-07-01,B2B -> Legal,B2B -> Operations
27051,Summer 2022,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
27250,Summer 2022,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
27583,Winter 2023,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
27811,Winter 2023,tag,2026-06-01,2026-07-01,SaaS|Workflow Automation,
27817,Winter 2023,subindustry,2026-06-01,2026-07-01,Fintech,Fintech -> Payments
27843,Winter 2023,tag,2026-06-01,2026-07-01,Advertising|Video,AI Assistant|Sales
27870,Winter 2023,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
27896,Winter 2023,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
28089,Winter 2023,tag,2026-06-01,2026-07-01,AI Assistant|Consumer Finance,B2B|Enterprise
28089,Winter 2023,industry,2026-06-01,2026-07-01,Fintech,B2B
28089,Winter 2023,subindustry,2026-06-01,2026-07-01,Fintech -> Consumer Finance,B2B
28183,Winter 2023,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
28369,Winter 2023,tag,2026-06-01,2026-07-01,AI,
28776,Summer 2023,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
28780,Summer 2023,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
28780,Summer 2023,industry,2026-06-01,2026-07-01,Healthcare,Fintech
28780,Summer 2023,subindustry,2026-06-01,2026-07-01,Healthcare -> Healthcare IT,Fintech -> Insurance
28811,Summer 2023,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
28841,Summer 2026,tag,2026-06-01,2026-07-01,Hardware,Computer Vision
28841,Summer 2026,industry,2026-06-01,2026-07-01,Industrials,B2B
28841,Summer 2026,subindustry,2026-06-01,2026-07-01,Industrials,B2B
28884,Summer 2023,tag,2026-06-01,2026-07-01,,Sales
28884,Summer 2023,subindustry,2026-06-01,2026-07-01,B2B,B2B -> Sales
28929,Summer 2023,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
28957,Summer 2023,tag,2026-06-01,2026-07-01,,AI|DevOps|DevSecOps
29002,Summer 2023,tag,2026-06-01,2026-07-01,,AI
29079,Summer 2023,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29117,Summer 2023,tag,2026-06-01,2026-07-01,Artificial Intelligence|Marketing|SMB|Sales|Sales Enablement,
29134,Summer 2023,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29155,Spring 2026,tag,2026-06-01,2026-07-01,,AI|AI Assistant|Artificial Intelligence|Consumer
29160,Summer 2023,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29160,Summer 2023,industry,2026-06-01,2026-07-01,B2B,Consumer
29160,Summer 2023,subindustry,2026-06-01,2026-07-01,B2B -> Operations,Consumer
29181,Winter 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29183,Winter 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29241,Winter 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence|Industrial,AI
29249,Winter 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29249,Winter 2024,industry,2026-06-01,2026-07-01,Consumer,B2B
29249,Winter 2024,subindustry,2026-06-01,2026-07-01,Consumer,B2B
29256,Winter 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29303,Winter 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence|Crypto / Web3
29308,Winter 2024,tag,2026-06-01,2026-07-01,,Design Tools|Electronics|Hardware|SaaS
29311,Winter 2024,tag,2026-06-01,2026-07-01,,Artificial Intelligence|DevOps|Developer Tools|Infrastructure
29333,Winter 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29341,Winter 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29380,Winter 2024,tag,2026-06-01,2026-07-01,AI|Travel,Artificial Intelligence|Customer Support|Messaging
29398,Winter 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29398,Winter 2024,subindustry,2026-06-01,2026-07-01,B2B -> Operations,B2B -> Productivity
29478,Winter 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29574,Summer 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29589,Summer 2024,tag,2026-06-01,2026-07-01,Defense,
29623,Summer 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29646,Summer 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29694,Summer 2024,tag,2026-06-01,2026-07-01,Diagnostics|Nanosensors,AI-powered Drug Discovery|SaaS
29694,Summer 2024,subindustry,2026-06-01,2026-07-01,Healthcare -> Diagnostics,Healthcare -> Industrial Bio
29697,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29706,Summer 2024,tag,2026-06-01,2026-07-01,AI|Consumer Health Services|Digital Health,
29719,Summer 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29751,Summer 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29754,Summer 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29767,Summer 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29777,Summer 2024,tag,2026-06-01,2026-07-01,Hard Tech|Infrastructure,Hardware
29786,Summer 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29797,Summer 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29801,Summer 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
29810,Summer 2024,tag,2026-06-01,2026-07-01,API|Big Data,Artificial Intelligence|Consumer Finance|Finance
29810,Summer 2024,industry,2026-06-01,2026-07-01,B2B,Fintech
29810,Summer 2024,subindustry,2026-06-01,2026-07-01,B2B -> Infrastructure,Fintech -> Consumer Finance
29814,Summer 2024,tag,2026-06-01,2026-07-01,Aerospace|Defense,
29814,Summer 2024,subindustry,2026-06-01,2026-07-01,Industrials -> Manufacturing and Robotics,Industrials
29828,Summer 2024,tag,2026-06-01,2026-07-01,AI Assistant|Artificial Intelligence|Legal|LegalTech,AI|Consumer|Conversational AI|Mental Health|Productivity
29828,Summer 2024,industry,2026-06-01,2026-07-01,B2B,Consumer
29828,Summer 2024,subindustry,2026-06-01,2026-07-01,B2B -> Legal,Consumer -> Content
29841,Summer 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
29848,Summer 2024,tag,2026-06-01,2026-07-01,B2B|Procurement,AI|Developer Tools
29848,Summer 2024,industry,2026-06-01,2026-07-01,B2B,Government
29848,Summer 2024,subindustry,2026-06-01,2026-07-01,B2B -> Supply Chain and Logistics,Government
29853,Summer 2024,tag,2026-06-01,2026-07-01,AI|Consumer|E-commerce|Manufacturing|Supply Chain,
29987,Summer 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30023,Fall 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence|Consumer|Live|Social Media,
30032,Fall 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30041,Fall 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30049,Fall 2024,tag,2026-06-01,2026-07-01,Consumer Health Services,AI-powered Drug Discovery|Therapeutics
30049,Fall 2024,subindustry,2026-06-01,2026-07-01,Healthcare -> Consumer Health and Wellness,Healthcare -> Drug Discovery and Delivery
30051,Fall 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30073,Fall 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30079,Fall 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30095,Fall 2024,tag,2026-06-01,2026-07-01,Aerospace|Artificial Intelligence|Defense|Developer Tools,
30097,Fall 2024,tag,2026-06-01,2026-07-01,AI|Hard Tech,Artificial Intelligence
30101,Fall 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30105,Fall 2024,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30115,Fall 2024,tag,2026-06-01,2026-07-01,AI|Enterprise Software,Artificial Intelligence|DevOps|Infrastructure
30115,Fall 2024,subindustry,2026-06-01,2026-07-01,B2B,B2B -> Infrastructure
30116,Fall 2024,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30228,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30237,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30242,Winter 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30243,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30254,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30259,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30267,Winter 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30272,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30274,Winter 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30283,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30299,Winter 2025,tag,2026-06-01,2026-07-01,AI-Enhanced Learning|Edtech|Education|eLearning,
30318,Winter 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30337,Winter 2025,tag,2026-06-01,2026-07-01,Sales|Sales Enablement,AI Assistant
30340,Winter 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30347,Winter 2025,tag,2026-06-01,2026-07-01,Hard Tech|Space Exploration,
30349,Winter 2025,industry,2026-06-01,2026-07-01,Fintech,B2B
30349,Winter 2025,subindustry,2026-06-01,2026-07-01,Fintech,B2B
30399,Spring 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30426,Spring 2025,tag,2026-06-01,2026-07-01,AI|Consumer Finance,Artificial Intelligence|Consumer
30431,Spring 2025,tag,2026-06-01,2026-07-01,ML,
30437,Spring 2025,tag,2026-06-01,2026-07-01,AI|Open Source,Artificial Intelligence
30439,Spring 2025,tag,2026-06-01,2026-07-01,AI,Developer Tools
30451,Spring 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30460,Spring 2025,tag,2026-06-01,2026-07-01,,Productivity
30464,Spring 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30467,Spring 2025,tag,2026-06-01,2026-07-01,,B2B|Construction|SaaS
30484,Spring 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30492,Spring 2025,tag,2026-06-01,2026-07-01,Developer Tools|Infrastructure,Generative AI|Media|Video
30501,Spring 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30506,Spring 2025,tag,2026-06-01,2026-07-01,,AI|Artificial Intelligence|Data Science|Reinforcement Learning
30514,Spring 2025,tag,2026-06-01,2026-07-01,,Artificial Intelligence|B2B|Fintech
30522,Spring 2025,subindustry,2026-06-01,2026-07-01,B2B -> Infrastructure,B2B
30540,Spring 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30542,Spring 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30553,Spring 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence|B2B|Consumer,Generative AI
30619,Summer 2025,tag,2026-06-01,2026-07-01,,AI|B2B|Fintech|HR Tech|Payroll
30622,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30630,Summer 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30637,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30644,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30645,Summer 2025,tag,2026-06-01,2026-07-01,,Artificial Intelligence|B2B|Data Labeling
30649,Summer 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30653,Summer 2025,tag,2026-06-01,2026-07-01,,Legal
30660,Summer 2025,tag,2026-06-01,2026-07-01,Enterprise Software,Open Source
30666,Summer 2025,tag,2026-06-01,2026-07-01,,Artificial Intelligence|Health Tech
30669,Summer 2025,tag,2026-06-01,2026-07-01,,Artificial Intelligence|Email
30671,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30686,Summer 2025,tag,2026-06-01,2026-07-01,,Entertainment|Gaming|Media
30701,Summer 2025,tag,2026-06-01,2026-07-01,AI|LegalTech,Artificial Intelligence
30703,Summer 2025,tag,2026-06-01,2026-07-01,B2B|Retail|Robotics,Consumer
30703,Summer 2025,industry,2026-06-01,2026-07-01,Industrials,Consumer
30703,Summer 2025,subindustry,2026-06-01,2026-07-01,Industrials -> Manufacturing and Robotics,Consumer
30704,Summer 2025,tag,2026-06-01,2026-07-01,Defense,
30710,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30712,Summer 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30713,Summer 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30717,Summer 2025,industry,2026-06-01,2026-07-01,Industrials,Fintech
30717,Summer 2025,subindustry,2026-06-01,2026-07-01,Industrials -> Manufacturing and Robotics,Fintech -> Insurance
30719,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30723,Spring 2026,tag,2026-06-01,2026-07-01,,AI
30729,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30731,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30737,Spring 2026,tag,2026-06-01,2026-07-01,,Artificial Intelligence|Consumer|Consumer Products|Market Research
30738,Summer 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30772,Summer 2025,tag,2026-06-01,2026-07-01,,Artificial Intelligence|Developer Tools|Open Source|Web Development
30777,Summer 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,
30779,Spring 2026,tag,2026-06-01,2026-07-01,,Automation|B2B|Manufacturing|SaaS|Workflow Automation
30789,Summer 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence,AI
30804,Summer 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30805,Summer 2025,tag,2026-06-01,2026-07-01,,AI|Consumer|Marketplace|Social Network
30807,Summer 2025,tag,2026-06-01,2026-07-01,Analytics|Manufacturing|Operations,Billing|Customer Success|Sales
30854,Fall 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30857,Fall 2025,tag,2026-06-01,2026-07-01,,AI|B2B|Computer Vision|Media|Video
30861,Fall 2025,tag,2026-06-01,2026-07-01,AI,Artificial Intelligence
30862,Fall 2025,tag,2026-06-01,2026-07-01,Artificial Intelligence|Recruiting,AI|HR Tech
