tag,batch,count,share_pct,batch_code,year,batch_order,total_companies,is_partial_batch
Proptech,Fall 2025,2,1.37,F25,2025,20253,146,False
Proptech,Winter 2026,0,0.0,W26,2026,20260,199,False
Proptech,Spring 2026,0,0.0,X26,2026,20261,195,False
Proptech,Summer 2026,0,0.0,S26,2026,20262,235,False
Proptech,Fall 2026,0,0.0,F26,2026,20263,35,True
Proptech,Winter 2027,0,0.0,W27,2027,20270,1,True
Quantum Computing,Winter 2021,0,0.0,W21,2021,20210,336,False
Quantum Computing,Summer 2021,0,0.0,S21,2021,20212,391,False
Quantum Computing,Winter 2022,0,0.0,W22,2022,20220,398,False
Quantum Computing,Summer 2022,0,0.0,S22,2022,20222,234,False
Quantum Computing,Winter 2023,0,0.0,W23,2023,20230,274,False
Quantum Computing,Summer 2023,0,0.0,S23,2023,20232,220,False
Quantum Computing,Winter 2024,0,0.0,W24,2024,20240,248,False
Quantum Computing,Summer 2024,1,0.403,S24,2024,20242,248,False
Quantum Computing,Fall 2024,0,0.0,F24,2024,20243,94,False
Quantum Computing,Winter 2025,0,0.0,W25,2025,20250,166,False
Quantum Computing,Spring 2025,0,0.0,X25,2025,20251,143,False
Quantum Computing,Summer 2025,0,0.0,S25,2025,20252,166,False
Quantum Computing,Fall 2025,0,0.0,F25,2025,20253,146,False
Quantum Computing,Winter 2026,0,0.0,W26,2026,20260,199,False
Quantum Computing,Spring 2026,0,0.0,X26,2026,20261,195,False
Quantum Computing,Summer 2026,0,0.0,S26,2026,20262,235,False
Quantum Computing,Fall 2026,0,0.0,F26,2026,20263,35,True
Quantum Computing,Winter 2027,0,0.0,W27,2027,20270,1,True
Radar,Winter 2021,0,0.0,W21,2021,20210,336,False
Radar,Summer 2021,0,0.0,S21,2021,20212,391,False
Radar,Winter 2022,0,0.0,W22,2022,20220,398,False
Radar,Summer 2022,0,0.0,S22,2022,20222,234,False
Radar,Winter 2023,0,0.0,W23,2023,20230,274,False
Radar,Summer 2023,0,0.0,S23,2023,20232,220,False
Radar,Winter 2024,0,0.0,W24,2024,20240,248,False
Radar,Summer 2024,0,0.0,S24,2024,20242,248,False
Radar,Fall 2024,0,0.0,F24,2024,20243,94,False
Radar,Winter 2025,0,0.0,W25,2025,20250,166,False
Radar,Spring 2025,0,0.0,X25,2025,20251,143,False
Radar,Summer 2025,0,0.0,S25,2025,20252,166,False
Radar,Fall 2025,0,0.0,F25,2025,20253,146,False
Radar,Winter 2026,0,0.0,W26,2026,20260,199,False
Radar,Spring 2026,0,0.0,X26,2026,20261,195,False
Radar,Summer 2026,1,0.426,S26,2026,20262,235,False
Radar,Fall 2026,0,0.0,F26,2026,20263,35,True
Radar,Winter 2027,0,0.0,W27,2027,20270,1,True
Real Estate,Winter 2021,4,1.19,W21,2021,20210,336,False
Real Estate,Summer 2021,2,0.512,S21,2021,20212,391,False
Real Estate,Winter 2022,9,2.261,W22,2022,20220,398,False
Real Estate,Summer 2022,8,3.419,S22,2022,20222,234,False
Real Estate,Winter 2023,4,1.46,W23,2023,20230,274,False
Real Estate,Summer 2023,3,1.364,S23,2023,20232,220,False
Real Estate,Winter 2024,2,0.806,W24,2024,20240,248,False
Real Estate,Summer 2024,5,2.016,S24,2024,20242,248,False
Real Estate,Fall 2024,1,1.064,F24,2024,20243,94,False
Real Estate,Winter 2025,1,0.602,W25,2025,20250,166,False
Real Estate,Spring 2025,1,0.699,X25,2025,20251,143,False
Real Estate,Summer 2025,2,1.205,S25,2025,20252,166,False
Real Estate,Fall 2025,1,0.685,F25,2025,20253,146,False
Real Estate,Winter 2026,1,0.503,W26,2026,20260,199,False
Real Estate,Spring 2026,0,0.0,X26,2026,20261,195,False
Real Estate,Summer 2026,4,1.702,S26,2026,20262,235,False
Real Estate,Fall 2026,0,0.0,F26,2026,20263,35,True
Real Estate,Winter 2027,0,0.0,W27,2027,20270,1,True
Recommendation System,Winter 2021,0,0.0,W21,2021,20210,336,False
Recommendation System,Summer 2021,0,0.0,S21,2021,20212,391,False
Recommendation System,Winter 2022,1,0.251,W22,2022,20220,398,False
Recommendation System,Summer 2022,0,0.0,S22,2022,20222,234,False
Recommendation System,Winter 2023,1,0.365,W23,2023,20230,274,False
Recommendation System,Summer 2023,0,0.0,S23,2023,20232,220,False
Recommendation System,Winter 2024,0,0.0,W24,2024,20240,248,False
Recommendation System,Summer 2024,0,0.0,S24,2024,20242,248,False
Recommendation System,Fall 2024,0,0.0,F24,2024,20243,94,False
Recommendation System,Winter 2025,0,0.0,W25,2025,20250,166,False
Recommendation System,Spring 2025,0,0.0,X25,2025,20251,143,False
Recommendation System,Summer 2025,0,0.0,S25,2025,20252,166,False
Recommendation System,Fall 2025,0,0.0,F25,2025,20253,146,False
Recommendation System,Winter 2026,0,0.0,W26,2026,20260,199,False
Recommendation System,Spring 2026,0,0.0,X26,2026,20261,195,False
Recommendation System,Summer 2026,0,0.0,S26,2026,20262,235,False
Recommendation System,Fall 2026,0,0.0,F26,2026,20263,35,True
Recommendation System,Winter 2027,0,0.0,W27,2027,20270,1,True
Recruiting,Winter 2021,7,2.083,W21,2021,20210,336,False
Recruiting,Summer 2021,6,1.535,S21,2021,20212,391,False
Recruiting,Winter 2022,2,0.503,W22,2022,20220,398,False
Recruiting,Summer 2022,2,0.855,S22,2022,20222,234,False
Recruiting,Winter 2023,0,0.0,W23,2023,20230,274,False
Recruiting,Summer 2023,3,1.364,S23,2023,20232,220,False
Recruiting,Winter 2024,2,0.806,W24,2024,20240,248,False
Recruiting,Summer 2024,0,0.0,S24,2024,20242,248,False
Recruiting,Fall 2024,1,1.064,F24,2024,20243,94,False
Recruiting,Winter 2025,3,1.807,W25,2025,20250,166,False
Recruiting,Spring 2025,0,0.0,X25,2025,20251,143,False
Recruiting,Summer 2025,1,0.602,S25,2025,20252,166,False
Recruiting,Fall 2025,1,0.685,F25,2025,20253,146,False
Recruiting,Winter 2026,0,0.0,W26,2026,20260,199,False
Recruiting,Spring 2026,1,0.513,X26,2026,20261,195,False
Recruiting,Summer 2026,2,0.851,S26,2026,20262,235,False
Recruiting,Fall 2026,1,2.857,F26,2026,20263,35,True
Recruiting,Winter 2027,0,0.0,W27,2027,20270,1,True
Regtech,Winter 2021,0,0.0,W21,2021,20210,336,False
Regtech,Summer 2021,2,0.512,S21,2021,20212,391,False
Regtech,Winter 2022,3,0.754,W22,2022,20220,398,False
Regtech,Summer 2022,2,0.855,S22,2022,20222,234,False
Regtech,Winter 2023,2,0.73,W23,2023,20230,274,False
Regtech,Summer 2023,2,0.909,S23,2023,20232,220,False
Regtech,Winter 2024,1,0.403,W24,2024,20240,248,False
Regtech,Summer 2024,1,0.403,S24,2024,20242,248,False
Regtech,Fall 2024,1,1.064,F24,2024,20243,94,False
Regtech,Winter 2025,1,0.602,W25,2025,20250,166,False
Regtech,Spring 2025,0,0.0,X25,2025,20251,143,False
Regtech,Summer 2025,0,0.0,S25,2025,20252,166,False
Regtech,Fall 2025,0,0.0,F25,2025,20253,146,False
Regtech,Winter 2026,1,0.503,W26,2026,20260,199,False
Regtech,Spring 2026,0,0.0,X26,2026,20261,195,False
Regtech,Summer 2026,1,0.426,S26,2026,20262,235,False
Regtech,Fall 2026,0,0.0,F26,2026,20263,35,True
Regtech,Winter 2027,0,0.0,W27,2027,20270,1,True
Reinforcement Learning,Winter 2021,0,0.0,W21,2021,20210,336,False
Reinforcement Learning,Summer 2021,0,0.0,S21,2021,20212,391,False
Reinforcement Learning,Winter 2022,0,0.0,W22,2022,20220,398,False
Reinforcement Learning,Summer 2022,0,0.0,S22,2022,20222,234,False
Reinforcement Learning,Winter 2023,2,0.73,W23,2023,20230,274,False
Reinforcement Learning,Summer 2023,0,0.0,S23,2023,20232,220,False
Reinforcement Learning,Winter 2024,3,1.21,W24,2024,20240,248,False
Reinforcement Learning,Summer 2024,1,0.403,S24,2024,20242,248,False
Reinforcement Learning,Fall 2024,1,1.064,F24,2024,20243,94,False
Reinforcement Learning,Winter 2025,4,2.41,W25,2025,20250,166,False
Reinforcement Learning,Spring 2025,5,3.497,X25,2025,20251,143,False
Reinforcement Learning,Summer 2025,4,2.41,S25,2025,20252,166,False
Reinforcement Learning,Fall 2025,3,2.055,F25,2025,20253,146,False
Reinforcement Learning,Winter 2026,4,2.01,W26,2026,20260,199,False
Reinforcement Learning,Spring 2026,0,0.0,X26,2026,20261,195,False
Reinforcement Learning,Summer 2026,14,5.957,S26,2026,20262,235,False
Reinforcement Learning,Fall 2026,0,0.0,F26,2026,20263,35,True
Reinforcement Learning,Winter 2027,0,0.0,W27,2027,20270,1,True
Remittances,Winter 2021,0,0.0,W21,2021,20210,336,False
Remittances,Summer 2021,0,0.0,S21,2021,20212,391,False
Remittances,Winter 2022,1,0.251,W22,2022,20220,398,False
Remittances,Summer 2022,0,0.0,S22,2022,20222,234,False
Remittances,Winter 2023,0,0.0,W23,2023,20230,274,False
Remittances,Summer 2023,1,0.455,S23,2023,20232,220,False
Remittances,Winter 2024,1,0.403,W24,2024,20240,248,False
Remittances,Summer 2024,0,0.0,S24,2024,20242,248,False
Remittances,Fall 2024,0,0.0,F24,2024,20243,94,False
Remittances,Winter 2025,0,0.0,W25,2025,20250,166,False
Remittances,Spring 2025,0,0.0,X25,2025,20251,143,False
Remittances,Summer 2025,0,0.0,S25,2025,20252,166,False
Remittances,Fall 2025,0,0.0,F25,2025,20253,146,False
Remittances,Winter 2026,0,0.0,W26,2026,20260,199,False
Remittances,Spring 2026,0,0.0,X26,2026,20261,195,False
Remittances,Summer 2026,0,0.0,S26,2026,20262,235,False
Remittances,Fall 2026,0,0.0,F26,2026,20263,35,True
Remittances,Winter 2027,0,0.0,W27,2027,20270,1,True
Remote,Winter 2021,2,0.595,W21,2021,20210,336,False
Remote,Summer 2021,0,0.0,S21,2021,20212,391,False
Remote,Winter 2022,0,0.0,W22,2022,20220,398,False
Remote,Summer 2022,0,0.0,S22,2022,20222,234,False
Remote,Winter 2023,0,0.0,W23,2023,20230,274,False
Remote,Summer 2023,0,0.0,S23,2023,20232,220,False
Remote,Winter 2024,0,0.0,W24,2024,20240,248,False
Remote,Summer 2024,0,0.0,S24,2024,20242,248,False
Remote,Fall 2024,0,0.0,F24,2024,20243,94,False
Remote,Winter 2025,0,0.0,W25,2025,20250,166,False
Remote,Spring 2025,0,0.0,X25,2025,20251,143,False
Remote,Summer 2025,0,0.0,S25,2025,20252,166,False
Remote,Fall 2025,0,0.0,F25,2025,20253,146,False
Remote,Winter 2026,0,0.0,W26,2026,20260,199,False
Remote,Spring 2026,0,0.0,X26,2026,20261,195,False
Remote,Summer 2026,0,0.0,S26,2026,20262,235,False
Remote,Fall 2026,0,0.0,F26,2026,20263,35,True
Remote,Winter 2027,0,0.0,W27,2027,20270,1,True
Remote Work,Winter 2021,2,0.595,W21,2021,20210,336,False
Remote Work,Summer 2021,3,0.767,S21,2021,20212,391,False
Remote Work,Winter 2022,1,0.251,W22,2022,20220,398,False
Remote Work,Summer 2022,0,0.0,S22,2022,20222,234,False
Remote Work,Winter 2023,1,0.365,W23,2023,20230,274,False
Remote Work,Summer 2023,0,0.0,S23,2023,20232,220,False
Remote Work,Winter 2024,1,0.403,W24,2024,20240,248,False
Remote Work,Summer 2024,0,0.0,S24,2024,20242,248,False
Remote Work,Fall 2024,0,0.0,F24,2024,20243,94,False
Remote Work,Winter 2025,0,0.0,W25,2025,20250,166,False
Remote Work,Spring 2025,0,0.0,X25,2025,20251,143,False
Remote Work,Summer 2025,0,0.0,S25,2025,20252,166,False
Remote Work,Fall 2025,0,0.0,F25,2025,20253,146,False
Remote Work,Winter 2026,1,0.503,W26,2026,20260,199,False
Remote Work,Spring 2026,0,0.0,X26,2026,20261,195,False
Remote Work,Summer 2026,0,0.0,S26,2026,20262,235,False
Remote Work,Fall 2026,0,0.0,F26,2026,20263,35,True
Remote Work,Winter 2027,0,0.0,W27,2027,20270,1,True
Renewable Energy,Winter 2021,1,0.298,W21,2021,20210,336,False
Renewable Energy,Summer 2021,1,0.256,S21,2021,20212,391,False
Renewable Energy,Winter 2022,1,0.251,W22,2022,20220,398,False
Renewable Energy,Summer 2022,1,0.427,S22,2022,20222,234,False
Renewable Energy,Winter 2023,2,0.73,W23,2023,20230,274,False
Renewable Energy,Summer 2023,1,0.455,S23,2023,20232,220,False
Renewable Energy,Winter 2024,1,0.403,W24,2024,20240,248,False
Renewable Energy,Summer 2024,1,0.403,S24,2024,20242,248,False
Renewable Energy,Fall 2024,0,0.0,F24,2024,20243,94,False
Renewable Energy,Winter 2025,1,0.602,W25,2025,20250,166,False
Renewable Energy,Spring 2025,0,0.0,X25,2025,20251,143,False
Renewable Energy,Summer 2025,0,0.0,S25,2025,20252,166,False
Renewable Energy,Fall 2025,0,0.0,F25,2025,20253,146,False
Renewable Energy,Winter 2026,1,0.503,W26,2026,20260,199,False
Renewable Energy,Spring 2026,0,0.0,X26,2026,20261,195,False
Renewable Energy,Summer 2026,2,0.851,S26,2026,20262,235,False
Renewable Energy,Fall 2026,0,0.0,F26,2026,20263,35,True
Renewable Energy,Winter 2027,0,0.0,W27,2027,20270,1,True
Restaurant Tech,Winter 2021,1,0.298,W21,2021,20210,336,False
Restaurant Tech,Summer 2021,1,0.256,S21,2021,20212,391,False
Restaurant Tech,Winter 2022,0,0.0,W22,2022,20220,398,False
Restaurant Tech,Summer 2022,0,0.0,S22,2022,20222,234,False
Restaurant Tech,Winter 2023,1,0.365,W23,2023,20230,274,False
Restaurant Tech,Summer 2023,1,0.455,S23,2023,20232,220,False
Restaurant Tech,Winter 2024,1,0.403,W24,2024,20240,248,False
Restaurant Tech,Summer 2024,0,0.0,S24,2024,20242,248,False
Restaurant Tech,Fall 2024,0,0.0,F24,2024,20243,94,False
Restaurant Tech,Winter 2025,0,0.0,W25,2025,20250,166,False
Restaurant Tech,Spring 2025,0,0.0,X25,2025,20251,143,False
Restaurant Tech,Summer 2025,1,0.602,S25,2025,20252,166,False
Restaurant Tech,Fall 2025,1,0.685,F25,2025,20253,146,False
Restaurant Tech,Winter 2026,0,0.0,W26,2026,20260,199,False
Restaurant Tech,Spring 2026,0,0.0,X26,2026,20261,195,False
Restaurant Tech,Summer 2026,2,0.851,S26,2026,20262,235,False
Restaurant Tech,Fall 2026,0,0.0,F26,2026,20263,35,True
Restaurant Tech,Winter 2027,0,0.0,W27,2027,20270,1,True
Retail,Winter 2021,1,0.298,W21,2021,20210,336,False
Retail,Summer 2021,3,0.767,S21,2021,20212,391,False
Retail,Winter 2022,1,0.251,W22,2022,20220,398,False
Retail,Summer 2022,2,0.855,S22,2022,20222,234,False
Retail,Winter 2023,5,1.825,W23,2023,20230,274,False
Retail,Summer 2023,3,1.364,S23,2023,20232,220,False
Retail,Winter 2024,1,0.403,W24,2024,20240,248,False
Retail,Summer 2024,2,0.806,S24,2024,20242,248,False
Retail,Fall 2024,0,0.0,F24,2024,20243,94,False
Retail,Winter 2025,0,0.0,W25,2025,20250,166,False
Retail,Spring 2025,2,1.399,X25,2025,20251,143,False
Retail,Summer 2025,0,0.0,S25,2025,20252,166,False
Retail,Fall 2025,0,0.0,F25,2025,20253,146,False
Retail,Winter 2026,0,0.0,W26,2026,20260,199,False
Retail,Spring 2026,0,0.0,X26,2026,20261,195,False
Retail,Summer 2026,1,0.426,S26,2026,20262,235,False
Retail,Fall 2026,0,0.0,F26,2026,20263,35,True
Retail,Winter 2027,0,0.0,W27,2027,20270,1,True
Retail Tech,Winter 2021,1,0.298,W21,2021,20210,336,False
Retail Tech,Summer 2021,0,0.0,S21,2021,20212,391,False
Retail Tech,Winter 2022,0,0.0,W22,2022,20220,398,False
Retail Tech,Summer 2022,0,0.0,S22,2022,20222,234,False
Retail Tech,Winter 2023,0,0.0,W23,2023,20230,274,False
Retail Tech,Summer 2023,0,0.0,S23,2023,20232,220,False
Retail Tech,Winter 2024,0,0.0,W24,2024,20240,248,False
Retail Tech,Summer 2024,1,0.403,S24,2024,20242,248,False
Retail Tech,Fall 2024,2,2.128,F24,2024,20243,94,False
Retail Tech,Winter 2025,1,0.602,W25,2025,20250,166,False
Retail Tech,Spring 2025,0,0.0,X25,2025,20251,143,False
Retail Tech,Summer 2025,0,0.0,S25,2025,20252,166,False
Retail Tech,Fall 2025,0,0.0,F25,2025,20253,146,False
Retail Tech,Winter 2026,0,0.0,W26,2026,20260,199,False
Retail Tech,Spring 2026,0,0.0,X26,2026,20261,195,False
Retail Tech,Summer 2026,0,0.0,S26,2026,20262,235,False
Retail Tech,Fall 2026,0,0.0,F26,2026,20263,35,True
Retail Tech,Winter 2027,0,0.0,W27,2027,20270,1,True
Reviews,Winter 2021,0,0.0,W21,2021,20210,336,False
Reviews,Summer 2021,0,0.0,S21,2021,20212,391,False
Reviews,Winter 2022,0,0.0,W22,2022,20220,398,False
Reviews,Summer 2022,0,0.0,S22,2022,20222,234,False
Reviews,Winter 2023,0,0.0,W23,2023,20230,274,False
Reviews,Summer 2023,0,0.0,S23,2023,20232,220,False
Reviews,Winter 2024,0,0.0,W24,2024,20240,248,False
Reviews,Summer 2024,1,0.403,S24,2024,20242,248,False
Reviews,Fall 2024,0,0.0,F24,2024,20243,94,False
Reviews,Winter 2025,0,0.0,W25,2025,20250,166,False
Reviews,Spring 2025,0,0.0,X25,2025,20251,143,False
Reviews,Summer 2025,0,0.0,S25,2025,20252,166,False
Reviews,Fall 2025,0,0.0,F25,2025,20253,146,False
Reviews,Winter 2026,0,0.0,W26,2026,20260,199,False
Reviews,Spring 2026,0,0.0,X26,2026,20261,195,False
Reviews,Summer 2026,0,0.0,S26,2026,20262,235,False
Reviews,Fall 2026,0,0.0,F26,2026,20263,35,True
Reviews,Winter 2027,0,0.0,W27,2027,20270,1,True
Ridesharing,Winter 2021,0,0.0,W21,2021,20210,336,False
Ridesharing,Summer 2021,1,0.256,S21,2021,20212,391,False
Ridesharing,Winter 2022,0,0.0,W22,2022,20220,398,False
Ridesharing,Summer 2022,0,0.0,S22,2022,20222,234,False
Ridesharing,Winter 2023,0,0.0,W23,2023,20230,274,False
Ridesharing,Summer 2023,0,0.0,S23,2023,20232,220,False
Ridesharing,Winter 2024,0,0.0,W24,2024,20240,248,False
Ridesharing,Summer 2024,0,0.0,S24,2024,20242,248,False
Ridesharing,Fall 2024,0,0.0,F24,2024,20243,94,False
Ridesharing,Winter 2025,0,0.0,W25,2025,20250,166,False
Ridesharing,Spring 2025,0,0.0,X25,2025,20251,143,False
Ridesharing,Summer 2025,0,0.0,S25,2025,20252,166,False
Ridesharing,Fall 2025,0,0.0,F25,2025,20253,146,False
Ridesharing,Winter 2026,0,0.0,W26,2026,20260,199,False
Ridesharing,Spring 2026,0,0.0,X26,2026,20261,195,False
Ridesharing,Summer 2026,0,0.0,S26,2026,20262,235,False
Ridesharing,Fall 2026,0,0.0,F26,2026,20263,35,True
Ridesharing,Winter 2027,0,0.0,W27,2027,20270,1,True
Robotic Process Automation,Winter 2021,4,1.19,W21,2021,20210,336,False
Robotic Process Automation,Summer 2021,1,0.256,S21,2021,20212,391,False
Robotic Process Automation,Winter 2022,1,0.251,W22,2022,20220,398,False
Robotic Process Automation,Summer 2022,2,0.855,S22,2022,20222,234,False
Robotic Process Automation,Winter 2023,2,0.73,W23,2023,20230,274,False
Robotic Process Automation,Summer 2023,3,1.364,S23,2023,20232,220,False
Robotic Process Automation,Winter 2024,0,0.0,W24,2024,20240,248,False
Robotic Process Automation,Summer 2024,3,1.21,S24,2024,20242,248,False
Robotic Process Automation,Fall 2024,0,0.0,F24,2024,20243,94,False
Robotic Process Automation,Winter 2025,2,1.205,W25,2025,20250,166,False
Robotic Process Automation,Spring 2025,1,0.699,X25,2025,20251,143,False
Robotic Process Automation,Summer 2025,1,0.602,S25,2025,20252,166,False
Robotic Process Automation,Fall 2025,1,0.685,F25,2025,20253,146,False
Robotic Process Automation,Winter 2026,1,0.503,W26,2026,20260,199,False
Robotic Process Automation,Spring 2026,1,0.513,X26,2026,20261,195,False
Robotic Process Automation,Summer 2026,4,1.702,S26,2026,20262,235,False
Robotic Process Automation,Fall 2026,0,0.0,F26,2026,20263,35,True
Robotic Process Automation,Winter 2027,0,0.0,W27,2027,20270,1,True
Robotic Surgery,Winter 2021,0,0.0,W21,2021,20210,336,False
Robotic Surgery,Summer 2021,0,0.0,S21,2021,20212,391,False
Robotic Surgery,Winter 2022,0,0.0,W22,2022,20220,398,False
Robotic Surgery,Summer 2022,1,0.427,S22,2022,20222,234,False
Robotic Surgery,Winter 2023,0,0.0,W23,2023,20230,274,False
Robotic Surgery,Summer 2023,0,0.0,S23,2023,20232,220,False
Robotic Surgery,Winter 2024,0,0.0,W24,2024,20240,248,False
Robotic Surgery,Summer 2024,0,0.0,S24,2024,20242,248,False
Robotic Surgery,Fall 2024,0,0.0,F24,2024,20243,94,False
Robotic Surgery,Winter 2025,0,0.0,W25,2025,20250,166,False
Robotic Surgery,Spring 2025,0,0.0,X25,2025,20251,143,False
Robotic Surgery,Summer 2025,0,0.0,S25,2025,20252,166,False
Robotic Surgery,Fall 2025,0,0.0,F25,2025,20253,146,False
Robotic Surgery,Winter 2026,0,0.0,W26,2026,20260,199,False
Robotic Surgery,Spring 2026,0,0.0,X26,2026,20261,195,False
Robotic Surgery,Summer 2026,0,0.0,S26,2026,20262,235,False
Robotic Surgery,Fall 2026,0,0.0,F26,2026,20263,35,True
Robotic Surgery,Winter 2027,0,0.0,W27,2027,20270,1,True
Robotics,Winter 2021,9,2.679,W21,2021,20210,336,False
Robotics,Summer 2021,3,0.767,S21,2021,20212,391,False
Robotics,Winter 2022,5,1.256,W22,2022,20220,398,False
Robotics,Summer 2022,3,1.282,S22,2022,20222,234,False
Robotics,Winter 2023,1,0.365,W23,2023,20230,274,False
Robotics,Summer 2023,0,0.0,S23,2023,20232,220,False
Robotics,Winter 2024,6,2.419,W24,2024,20240,248,False
Robotics,Summer 2024,9,3.629,S24,2024,20242,248,False
Robotics,Fall 2024,1,1.064,F24,2024,20243,94,False
Robotics,Winter 2025,5,3.012,W25,2025,20250,166,False
Robotics,Spring 2025,9,6.294,X25,2025,20251,143,False
Robotics,Summer 2025,5,3.012,S25,2025,20252,166,False
Robotics,Fall 2025,9,6.164,F25,2025,20253,146,False
Robotics,Winter 2026,3,1.508,W26,2026,20260,199,False
Robotics,Spring 2026,5,2.564,X26,2026,20261,195,False
Robotics,Summer 2026,28,11.915,S26,2026,20262,235,False
Robotics,Fall 2026,3,8.571,F26,2026,20263,35,True
Robotics,Winter 2027,0,0.0,W27,2027,20270,1,True
Rocketry,Winter 2021,0,0.0,W21,2021,20210,336,False
Rocketry,Summer 2021,0,0.0,S21,2021,20212,391,False
Rocketry,Winter 2022,0,0.0,W22,2022,20220,398,False
Rocketry,Summer 2022,0,0.0,S22,2022,20222,234,False
Rocketry,Winter 2023,0,0.0,W23,2023,20230,274,False
Rocketry,Summer 2023,0,0.0,S23,2023,20232,220,False
Rocketry,Winter 2024,1,0.403,W24,2024,20240,248,False
Rocketry,Summer 2024,0,0.0,S24,2024,20242,248,False
Rocketry,Fall 2024,0,0.0,F24,2024,20243,94,False
Rocketry,Winter 2025,0,0.0,W25,2025,20250,166,False
Rocketry,Spring 2025,0,0.0,X25,2025,20251,143,False
Rocketry,Summer 2025,0,0.0,S25,2025,20252,166,False
Rocketry,Fall 2025,1,0.685,F25,2025,20253,146,False
Rocketry,Winter 2026,0,0.0,W26,2026,20260,199,False
Rocketry,Spring 2026,0,0.0,X26,2026,20261,195,False
Rocketry,Summer 2026,0,0.0,S26,2026,20262,235,False
Rocketry,Fall 2026,0,0.0,F26,2026,20263,35,True
Rocketry,Winter 2027,0,0.0,W27,2027,20270,1,True
SEO,Winter 2021,0,0.0,W21,2021,20210,336,False
SEO,Summer 2021,1,0.256,S21,2021,20212,391,False
SEO,Winter 2022,1,0.251,W22,2022,20220,398,False
SEO,Summer 2022,0,0.0,S22,2022,20222,234,False
SEO,Winter 2023,0,0.0,W23,2023,20230,274,False
SEO,Summer 2023,0,0.0,S23,2023,20232,220,False
SEO,Winter 2024,0,0.0,W24,2024,20240,248,False
SEO,Summer 2024,0,0.0,S24,2024,20242,248,False
SEO,Fall 2024,1,1.064,F24,2024,20243,94,False
SEO,Winter 2025,0,0.0,W25,2025,20250,166,False
SEO,Spring 2025,0,0.0,X25,2025,20251,143,False
SEO,Summer 2025,0,0.0,S25,2025,20252,166,False
SEO,Fall 2025,0,0.0,F25,2025,20253,146,False
SEO,Winter 2026,0,0.0,W26,2026,20260,199,False
SEO,Spring 2026,1,0.513,X26,2026,20261,195,False
SEO,Summer 2026,0,0.0,S26,2026,20262,235,False
SEO,Fall 2026,0,0.0,F26,2026,20263,35,True
SEO,Winter 2027,0,0.0,W27,2027,20270,1,True
SMB,Winter 2021,1,0.298,W21,2021,20210,336,False
SMB,Summer 2021,0,0.0,S21,2021,20212,391,False
SMB,Winter 2022,1,0.251,W22,2022,20220,398,False
SMB,Summer 2022,0,0.0,S22,2022,20222,234,False
SMB,Winter 2023,1,0.365,W23,2023,20230,274,False
SMB,Summer 2023,1,0.455,S23,2023,20232,220,False
SMB,Winter 2024,3,1.21,W24,2024,20240,248,False
SMB,Summer 2024,0,0.0,S24,2024,20242,248,False
SMB,Fall 2024,0,0.0,F24,2024,20243,94,False
SMB,Winter 2025,0,0.0,W25,2025,20250,166,False
SMB,Spring 2025,0,0.0,X25,2025,20251,143,False
SMB,Summer 2025,0,0.0,S25,2025,20252,166,False
SMB,Fall 2025,1,0.685,F25,2025,20253,146,False
SMB,Winter 2026,0,0.0,W26,2026,20260,199,False
SMB,Spring 2026,0,0.0,X26,2026,20261,195,False
SMB,Summer 2026,1,0.426,S26,2026,20262,235,False
SMB,Fall 2026,0,0.0,F26,2026,20263,35,True
SMB,Winter 2027,0,0.0,W27,2027,20270,1,True
SMS,Winter 2021,0,0.0,W21,2021,20210,336,False
SMS,Summer 2021,0,0.0,S21,2021,20212,391,False
SMS,Winter 2022,1,0.251,W22,2022,20220,398,False
SMS,Summer 2022,0,0.0,S22,2022,20222,234,False
SMS,Winter 2023,0,0.0,W23,2023,20230,274,False
SMS,Summer 2023,1,0.455,S23,2023,20232,220,False
SMS,Winter 2024,0,0.0,W24,2024,20240,248,False
SMS,Summer 2024,2,0.806,S24,2024,20242,248,False
SMS,Fall 2024,0,0.0,F24,2024,20243,94,False
SMS,Winter 2025,0,0.0,W25,2025,20250,166,False
SMS,Spring 2025,0,0.0,X25,2025,20251,143,False
SMS,Summer 2025,0,0.0,S25,2025,20252,166,False
SMS,Fall 2025,0,0.0,F25,2025,20253,146,False
SMS,Winter 2026,0,0.0,W26,2026,20260,199,False
SMS,Spring 2026,0,0.0,X26,2026,20261,195,False
SMS,Summer 2026,0,0.0,S26,2026,20262,235,False
SMS,Fall 2026,0,0.0,F26,2026,20263,35,True
SMS,Winter 2027,0,0.0,W27,2027,20270,1,True
SaaS,Winter 2021,94,27.976,W21,2021,20210,336,False
SaaS,Summer 2021,120,30.691,S21,2021,20212,391,False
SaaS,Winter 2022,106,26.633,W22,2022,20220,398,False
SaaS,Summer 2022,68,29.06,S22,2022,20222,234,False
SaaS,Winter 2023,86,31.387,W23,2023,20230,274,False
SaaS,Summer 2023,43,19.545,S23,2023,20232,220,False
SaaS,Winter 2024,31,12.5,W24,2024,20240,248,False
SaaS,Summer 2024,40,16.129,S24,2024,20242,248,False
SaaS,Fall 2024,16,17.021,F24,2024,20243,94,False
SaaS,Winter 2025,26,15.663,W25,2025,20250,166,False
SaaS,Spring 2025,14,9.79,X25,2025,20251,143,False
SaaS,Summer 2025,17,10.241,S25,2025,20252,166,False
SaaS,Fall 2025,11,7.534,F25,2025,20253,146,False
SaaS,Winter 2026,5,2.513,W26,2026,20260,199,False
