label_type,label,era,edition_label,edition_order,requests_mentioning,mentions,in_title_any,batches_before,share_before_pct,batches_after,share_after_pct,pp_change_after_minus_before
tag,Retail,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.532,
tag,Retail,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.532,
tag,Retail,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.532,
tag,Retail,consolidated,March 2018,20180,2,5,False,,,Winter 2021|Summer 2021,0.532,
tag,Retail,consolidated,April 2020,20201,2,5,False,,,Winter 2021|Summer 2021,0.532,
tag,Retail,consolidated,undated version first captured 2022-03-02,20220,2,5,False,Winter 2021|Summer 2021,0.532,Winter 2022|Summer 2022,0.553,0.021
tag,Retail,consolidated,undated version first captured 2022-07-01,20222,2,5,False,Summer 2021|Winter 2022,0.509,Summer 2022|Winter 2023,1.34,0.831
tag,Reviews,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.202,0.202
tag,Reviews,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.0,Spring 2025|Summer 2025,0.0,0.0
tag,Reviews,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.0,,,
tag,Robotics,consolidated,March 2014,20140,1,1,True,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,consolidated,July 2014,20142,1,1,True,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,consolidated,September 2014,20142,1,1,True,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,consolidated,August 2015,20152,1,1,True,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,consolidated,September 2016,20162,1,1,True,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,consolidated,March 2018,20180,2,2,True,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,1.723,
tag,Robotics,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,1.723,Winter 2022|Summer 2022,1.269,-0.454
tag,Robotics,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,1.012,Summer 2022|Winter 2023,0.824,-0.188
tag,Robotics,seasonal,Summer 2024,20242,2,7,True,Summer 2023|Winter 2024,1.21,Summer 2024|Fall 2024,2.346,1.136
tag,Robotics,seasonal,Winter 2025,20250,1,2,False,Summer 2024|Fall 2024,2.346,Winter 2025|Spring 2025,4.653,2.307
tag,Robotics,seasonal,Summer 2025,20252,1,3,False,Winter 2025|Spring 2025,4.653,Summer 2025|Fall 2025,4.588,-0.065
tag,Robotics,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,4.588,Summer 2026,11.915,7.327
tag,Robotics,seasonal,Fall 2026,20263,3,3,False,Fall 2025|Summer 2026,9.04,,,
tag,SaaS,seasonal,Spring 2025,20251,1,4,False,Fall 2024|Winter 2025,16.342,Spring 2025|Summer 2025,10.015,-6.327
tag,SaaS,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,10.015,Fall 2025|Summer 2026,8.873,-1.142
tag,SaaS,seasonal,Summer 2026,20262,2,7,True,Summer 2025|Fall 2025,8.887,Summer 2026,10.213,1.326
tag,Sales,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,1.639,
tag,Sales,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,1.639,
tag,Sales,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,1.639,Winter 2022|Summer 2022,4.411,2.772
tag,Sales,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,2.528,Summer 2022|Winter 2023,4.603,2.075
tag,Sales,seasonal,Summer 2024,20242,2,4,False,Summer 2023|Winter 2024,4.692,Summer 2024|Fall 2024,1.871,-2.821
tag,Sales,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,3.775,Spring 2025|Summer 2025,2.652,-1.123
tag,Sales,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,2.652,Fall 2025|Summer 2026,1.536,-1.116
tag,Sales,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,1.536,,,
tag,Satellites,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.631,Summer 2024|Fall 2024,0.202,-0.429
tag,Satellites,seasonal,Winter 2025,20250,2,2,False,Summer 2024|Fall 2024,0.202,Winter 2025|Spring 2025,0.0,-0.202
tag,Scheduling,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,Scheduling,seasonal,Summer 2025,20252,2,2,False,Winter 2025|Spring 2025,0.0,Summer 2025|Fall 2025,0.0,0.0
tag,Scheduling,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,0.0,Summer 2026,0.0,0.0
tag,Search,seasonal,Fall 2025,20253,1,1,False,Spring 2025|Summer 2025,0.603,Fall 2025|Summer 2026,0.0,-0.603
tag,Search,seasonal,Summer 2026,20262,1,1,False,Summer 2025|Fall 2025,0.603,Summer 2026,0.0,-0.603
tag,Security,consolidated,March 2014,20140,1,1,False,,,Winter 2021|Summer 2021,1.639,
tag,Security,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,1.639,
tag,Security,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,1.639,
tag,Security,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,1.639,
tag,Security,consolidated,August 2015,20152,2,2,True,,,Winter 2021|Summer 2021,1.639,
tag,Security,consolidated,September 2016,20162,1,1,True,,,Winter 2021|Summer 2021,1.639,
tag,Security,consolidated,March 2018,20180,1,1,True,,,Winter 2021|Summer 2021,1.639,
tag,Security,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.532,Spring 2025|Summer 2025,2.302,1.77
tag,Security,seasonal,Summer 2025,20252,1,3,True,Winter 2025|Spring 2025,1.399,Summer 2025|Fall 2025,1.589,0.19
tag,Semiconductors,seasonal,Summer 2026,20262,1,1,True,Summer 2025|Fall 2025,0.0,Summer 2026,2.979,2.979
tag,Social,essays,RFS 9,20120,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Social,consolidated,March 2014,20140,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Social,essays,RFS 10,20140,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Social,consolidated,July 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Social,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.425,
tag,Social,consolidated,September 2016,20162,1,2,True,,,Winter 2021|Summer 2021,0.425,
tag,Social,consolidated,March 2018,20180,3,4,True,,,Winter 2021|Summer 2021,0.425,
tag,Social,consolidated,April 2020,20201,3,4,True,,,Winter 2021|Summer 2021,0.425,
tag,Social,consolidated,undated version first captured 2022-03-02,20220,3,4,True,Winter 2021|Summer 2021,0.425,Winter 2022|Summer 2022,1.181,0.756
tag,Social,consolidated,undated version first captured 2022-07-01,20222,3,4,True,Summer 2021|Winter 2022,0.882,Summer 2022|Winter 2023,0.61,-0.272
tag,Social,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.202,Summer 2024|Fall 2024,0.0,-0.202
tag,Social,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.0,Winter 2025|Spring 2025,1.302,1.302
tag,Stocks,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.256,
tag,Stocks,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.256,
tag,Stocks,seasonal,Fall 2026,20263,1,1,False,Fall 2025|Summer 2026,0.425,,,
tag,Supply Chain,seasonal,Summer 2026,20262,3,7,True,Summer 2025|Fall 2025,2.108,Summer 2026,3.404,1.296
tag,Synthetic Biology,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.511,
tag,Synthetic Biology,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.511,
tag,Synthetic Biology,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.511,Winter 2022|Summer 2022,0.893,0.382
tag,Synthetic Biology,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.763,Summer 2022|Winter 2023,1.006,0.243
tag,Telecommunications,consolidated,September 2014,20142,1,1,True,,,Winter 2021|Summer 2021,0.703,
tag,Telecommunications,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.833,Summer 2024|Fall 2024,0.532,-0.301
tag,Telecommunications,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,0.532,Winter 2025|Spring 2025,0.603,0.071
tag,Therapeutics,seasonal,Summer 2024,20242,1,2,False,Summer 2023|Winter 2024,1.236,Summer 2024|Fall 2024,0.403,-0.833
tag,Trading,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,0.833,Spring 2025|Summer 2025,0.349,-0.484
tag,Trading,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,0.0,Summer 2026,1.702,1.702
tag,Trading,seasonal,Fall 2026,20263,1,2,False,Fall 2025|Summer 2026,0.851,,,
tag,Transportation,consolidated,March 2014,20140,1,3,True,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,essays,RFS 10,20140,1,3,False,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,consolidated,July 2014,20142,1,3,True,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,consolidated,September 2014,20142,1,4,True,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,consolidated,August 2015,20152,1,4,True,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,consolidated,September 2016,20162,1,4,True,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,consolidated,March 2018,20180,1,4,True,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,consolidated,April 2020,20201,1,4,True,,,Winter 2021|Summer 2021,0.256,
tag,Transportation,consolidated,undated version first captured 2022-03-02,20220,1,4,True,Winter 2021|Summer 2021,0.256,Winter 2022|Summer 2022,0.804,0.548
tag,Transportation,consolidated,undated version first captured 2022-07-01,20222,1,4,True,Summer 2021|Winter 2022,0.633,Summer 2022|Winter 2023,0.792,0.159
tag,Travel,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,1.059,Summer 2024|Fall 2024,1.137,0.078
tag,Travel,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,1.137,Winter 2025|Spring 2025,0.301,-0.836
tag,Travel,seasonal,Spring 2025,20251,2,3,False,Fall 2024|Winter 2025,0.833,Spring 2025|Summer 2025,0.301,-0.532
tag,Travel,seasonal,Summer 2025,20252,1,1,False,Winter 2025|Spring 2025,0.301,Summer 2025|Fall 2025,0.301,0.0
tag,Vaccines,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.0,
tag,Vaccines,consolidated,August 2015,20152,2,2,False,,,Winter 2021|Summer 2021,0.0,
tag,Vaccines,consolidated,September 2016,20162,2,2,False,,,Winter 2021|Summer 2021,0.0,
tag,Vaccines,consolidated,March 2018,20180,2,2,False,,,Winter 2021|Summer 2021,0.0,
tag,Vaccines,consolidated,April 2020,20201,2,2,False,,,Winter 2021|Summer 2021,0.0,
tag,Vaccines,consolidated,undated version first captured 2022-03-02,20220,2,2,False,Winter 2021|Summer 2021,0.0,Winter 2022|Summer 2022,0.0,0.0
tag,Vaccines,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.0,Summer 2022|Winter 2023,0.0,0.0
tag,Video,essays,RFS 4,20090,1,9,True,,,Winter 2021|Summer 2021,1.107,
tag,Video,consolidated,March 2018,20180,1,2,True,,,Winter 2021|Summer 2021,1.107,
tag,Video,seasonal,Winter 2025,20250,1,1,False,Summer 2024|Fall 2024,2.2,Winter 2025|Spring 2025,0.0,-2.2
tag,Video,seasonal,Spring 2025,20251,1,1,False,Fall 2024|Winter 2025,1.595,Spring 2025|Summer 2025,1.205,-0.39
tag,Video,seasonal,Summer 2025,20252,1,2,False,Winter 2025|Spring 2025,0.0,Summer 2025|Fall 2025,2.575,2.575
tag,Video,seasonal,Fall 2025,20253,1,10,True,Spring 2025|Summer 2025,1.205,Fall 2025|Summer 2026,1.583,0.378
tag,Video,seasonal,Spring 2026,20261,1,1,False,Summer 2025|Fall 2025,2.575,Summer 2026,0.426,-2.149
tag,Video,seasonal,Fall 2026,20263,1,3,False,Fall 2025|Summer 2026,1.583,,,
tag,Virtual Reality,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Virtual Reality,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Virtual Reality,consolidated,September 2016,20162,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Virtual Reality,consolidated,March 2018,20180,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Virtual Reality,consolidated,April 2020,20201,1,1,False,,,Winter 2021|Summer 2021,0.277,
tag,Virtual Reality,consolidated,undated version first captured 2022-03-02,20220,1,1,False,Winter 2021|Summer 2021,0.277,Winter 2022|Summer 2022,0.93,0.653
tag,Virtual Reality,consolidated,undated version first captured 2022-07-01,20222,1,1,False,Summer 2021|Winter 2022,0.63,Summer 2022|Winter 2023,0.427,-0.203
tag,Weather,consolidated,September 2014,20142,1,1,False,,,Winter 2021|Summer 2021,0.149,
tag,Weather,consolidated,August 2015,20152,1,1,False,,,Winter 2021|Summer 2021,0.149,
tag,Weather,seasonal,Summer 2024,20242,1,1,False,Summer 2023|Winter 2024,0.0,Summer 2024|Fall 2024,0.0,0.0
tag,Weather,seasonal,Fall 2026,20263,1,2,False,Fall 2025|Summer 2026,0.0,,,
