tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Lending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915,0.785,0.771,0.446,0.0,0.0,0.488,0.99,0.0,0.0,0.0,0.855,0.0,2.083,0.0,0.0,0.0,0.0
Lidar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.709,0.787,0.0,0.0,0.452,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Livestock Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Location-based,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Logistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,6.522,2.174,4.348,2.632,0.971,5.376,3.571,2.062,2.609,1.653,2.128,4.724,3.191,2.907,3.167,0.985,3.049,0.785,3.085,3.571,2.092,3.743,2.927,1.98,1.351,1.562,2.727,3.419,1.695,6.25,0.0,3.017,0.0,0.0
ML,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.524,0.514,0.446,0.0,1.604,0.488,0.99,0.0,0.0,2.727,0.0,0.0,2.083,2.0,0.862,0.0,0.0
Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,0.0,0.0,4.0,1.639,0.0,0.0,0.0,4.348,5.263,6.796,0.0,2.679,3.093,3.478,4.959,6.383,3.15,3.723,4.651,6.335,6.404,3.049,5.236,6.17,4.911,5.021,5.882,2.927,4.95,8.108,3.906,7.273,3.419,4.237,6.25,0.0,5.172,0.0,0.0
Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,1.316,2.174,0.0,0.0,0.0,0.971,2.151,0.893,1.031,2.609,0.826,1.418,0.0,0.532,1.163,0.452,0.985,0.61,1.047,2.057,1.339,0.837,2.139,1.463,4.95,2.703,3.906,8.182,3.419,3.39,0.0,2.0,6.897,5.882,0.0
Maritime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Market Research,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.524,0.257,0.0,0.418,0.535,0.0,0.495,1.351,0.781,0.909,1.709,0.847,0.0,0.0,1.293,0.0,0.0
Marketing,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,3.226,2.632,4.0,4.918,2.632,0.0,4.348,0.0,3.947,0.971,0.0,2.679,0.0,0.87,0.826,0.0,0.0,1.064,2.907,0.452,0.985,1.22,1.047,3.085,2.232,2.51,5.348,3.902,2.475,2.703,2.344,1.818,3.419,4.237,4.167,4.0,0.862,0.0,0.0
Marketplace,0.0,0.0,20.0,0.0,0.0,0.0,11.111,14.286,26.667,10.0,9.677,21.053,8.0,8.197,3.947,13.043,13.043,10.145,9.211,6.796,9.677,8.036,11.34,8.696,9.917,6.383,3.937,6.383,6.395,8.597,5.419,6.098,8.639,8.226,2.232,4.184,1.604,2.927,0.495,1.351,0.781,1.818,0.855,3.39,0.0,0.0,2.586,0.0,0.0
Media,0.0,50.0,0.0,0.0,20.0,14.286,11.111,0.0,0.0,20.0,3.226,0.0,0.0,3.279,2.632,0.0,0.0,1.449,1.316,0.971,1.075,0.0,2.062,0.87,0.826,0.0,1.575,0.0,1.744,0.452,0.0,0.61,0.262,0.257,0.446,1.255,0.535,0.488,1.485,2.703,0.0,0.0,0.0,1.695,0.0,0.0,0.0,0.0,0.0
Medical Devices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,0.0,3.883,3.226,3.571,1.031,2.609,0.0,3.546,3.15,2.128,1.163,0.905,1.97,0.61,3.141,1.799,1.339,0.0,1.604,0.488,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.431,0.0,0.0
Medical Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.581,0.0,0.0,0.0,0.262,0.0,0.446,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581,0.452,0.985,0.0,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.431,0.0,0.0
Mental Health Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.316,0.0,0.0,1.786,1.031,1.739,0.0,1.418,1.575,0.0,0.581,1.357,0.985,0.915,1.832,1.542,0.446,0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Messaging,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,3.226,7.895,2.0,8.197,1.316,0.0,2.174,2.899,1.316,1.942,1.075,2.679,1.031,1.739,0.826,1.418,0.0,0.0,1.163,0.452,0.985,0.0,0.524,0.257,1.339,0.0,0.0,0.0,0.495,1.351,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Metaverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,0.0,0.0,0.532,1.163,0.0,0.493,0.0,0.0,0.257,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microfluidics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.826,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microinsurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.581,0.452,0.0,0.0,0.0,0.514,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,2.174,0.0,0.0,0.0,0.971,0.0,0.893,1.031,0.0,0.0,0.0,1.575,0.532,0.0,0.452,0.0,0.61,0.0,0.257,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monitoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.316,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.837,0.535,0.976,0.495,0.0,0.0,0.909,0.0,0.847,0.0,0.0,0.862,0.0,0.0
Music,0.0,0.0,20.0,0.0,20.0,14.286,11.111,14.286,0.0,0.0,0.0,2.632,2.0,0.0,1.316,2.174,2.174,0.0,0.0,0.0,0.0,0.893,0.0,0.87,0.826,0.0,0.0,0.0,0.0,0.452,0.0,0.305,0.0,0.514,0.0,0.0,0.0,0.976,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
NFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,1.316,0.0,0.0,0.0,1.031,2.609,1.653,0.0,0.0,0.532,1.163,0.0,0.0,0.61,0.262,0.514,0.893,0.418,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0
Nanomedicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.787,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nanosensors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nanotechnology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,1.031,1.739,0.0,0.0,0.0,0.0,1.163,0.452,0.0,0.0,0.0,0.0,0.446,0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navigation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.446,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neobank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.826,0.709,0.787,0.532,0.0,0.452,0.985,1.22,0.785,3.856,3.125,1.255,1.604,0.976,0.495,0.0,0.781,0.909,0.855,1.695,0.0,2.0,0.0,0.0,0.0
Networks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Neurotechnology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.87,0.0,0.709,1.575,0.532,1.163,0.0,0.0,0.61,0.262,0.771,0.0,0.0,0.0,0.488,0.0,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Next-gen Network Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No-code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.532,0.0,0.0,0.985,0.305,1.309,0.514,1.786,1.255,0.535,1.463,0.495,2.703,0.0,0.0,0.855,3.39,0.0,0.0,0.0,0.0,0.0
Nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,2.899,1.316,2.913,2.151,0.893,2.062,3.478,0.0,0.709,0.0,1.064,0.581,0.452,0.493,0.61,0.0,0.257,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Note-taking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.305,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0
Notifications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oncology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.942,0.0,0.0,0.0,0.0,1.653,0.709,0.787,0.0,0.0,0.0,0.493,0.305,0.262,0.257,1.339,0.837,0.0,1.951,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.0
Open Source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,0.0,3.226,0.0,4.0,0.0,1.316,2.174,2.174,1.449,1.316,2.913,1.075,0.893,0.0,0.0,0.0,1.418,1.575,0.532,4.07,2.262,5.911,3.963,2.094,2.828,5.804,8.787,5.882,5.854,3.465,0.0,5.469,4.545,5.128,2.542,0.0,4.0,3.448,0.0,0.0
Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.785,0.514,0.446,1.255,0.535,1.951,3.465,1.351,0.781,2.727,0.855,2.542,6.25,0.0,0.431,0.0,0.0
Payments,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,7.895,2.0,3.279,0.0,4.348,4.348,1.449,3.947,3.883,2.151,1.786,1.031,1.739,3.306,1.418,1.575,4.255,2.326,1.357,2.956,2.744,3.665,4.627,6.696,5.439,3.743,1.951,1.98,1.351,1.562,0.0,0.855,0.847,2.083,2.0,0.0,0.0,0.0
Payroll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.709,0.0,0.532,0.581,0.0,0.0,0.0,0.524,0.257,0.446,0.837,1.07,0.488,0.495,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Pediatrics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,0.0,0.581,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Personalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,1.449,0.0,0.0,1.075,0.893,1.031,0.0,0.826,0.0,0.0,0.0,0.581,0.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.0,0.0,0.781,0.0,0.0,0.0,0.0,0.0,1.293,0.0,0.0
Plant-based Meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Podcasts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.709,0.0,0.0,0.581,0.0,0.493,0.0,0.262,0.0,0.446,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primary Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075,0.0,0.0,0.0,0.0,0.0,0.787,0.532,0.0,0.452,0.0,0.0,0.785,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Privacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639,1.316,0.0,0.0,1.449,1.316,0.0,0.0,0.893,2.062,0.0,0.0,0.0,0.0,0.0,0.581,0.0,0.0,0.61,0.262,0.771,0.0,0.418,0.535,0.0,0.99,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Procurement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.581,0.0,0.493,0.61,0.262,0.0,0.0,0.0,0.535,0.488,0.495,1.351,0.0,0.0,0.855,0.0,0.0,0.0,0.862,0.0,0.0
Productivity,0.0,50.0,0.0,16.667,0.0,0.0,0.0,14.286,0.0,0.0,9.677,5.263,4.0,4.918,0.0,0.0,6.522,2.899,0.0,0.971,1.075,1.786,1.031,0.87,1.653,0.709,1.575,4.255,1.163,3.62,2.956,2.439,3.141,3.085,6.25,5.439,3.209,4.878,5.446,2.703,1.562,4.545,7.692,3.39,0.0,6.0,1.293,2.941,0.0
Proptech,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,2.0,1.639,0.0,0.0,0.0,1.449,0.0,1.942,1.075,0.893,1.031,0.87,2.479,0.0,0.787,0.532,2.326,1.81,1.478,2.134,2.094,3.599,3.125,2.929,1.604,1.463,1.98,1.351,0.781,0.0,0.855,1.695,0.0,0.0,0.0,0.0,0.0
Psychedelics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum Computing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.0,0.0,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0
Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.667,10.0,3.226,2.632,4.0,1.639,0.0,2.174,2.174,1.449,0.0,2.913,0.0,1.786,2.062,2.609,0.826,0.709,2.362,1.596,2.907,0.905,0.493,1.22,0.524,2.314,3.571,1.674,1.604,0.976,2.475,1.351,0.781,0.909,1.709,0.847,2.083,0.0,1.724,0.0,0.0
Recommendation System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recruiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.226,2.632,2.0,1.639,0.0,2.174,2.174,0.0,0.0,0.0,3.226,0.893,0.0,1.739,4.959,0.709,0.787,3.191,2.907,1.81,0.985,2.134,1.571,0.514,0.893,0.0,1.604,0.976,0.0,1.351,2.344,0.0,0.855,0.847,0.0,2.0,0.862,2.941,0.0
Referrals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regtech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,0.581,0.0,0.493,0.0,0.524,0.771,0.893,0.837,1.07,0.488,0.495,1.351,0.781,0.0,0.0,0.0,2.083,0.0,0.431,0.0,0.0
Reinforcement Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837,0.0,1.463,0.495,1.351,3.125,4.545,3.419,2.542,8.333,0.0,6.034,0.0,0.0
Remittances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.581,0.0,0.493,0.0,0.0,0.257,0.0,0.0,0.535,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,1.449,0.0,0.0,0.0,0.0,0.0,0.0,0.826,0.0,0.0,0.0,0.581,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remote Work,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.449,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.709,0.0,0.0,0.0,0.905,0.0,0.61,0.785,0.257,0.0,0.418,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0
Renewable Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.0,0.0,1.031,0.0,0.826,0.0,0.0,1.064,0.581,0.0,0.0,0.305,0.262,0.257,0.446,0.837,0.535,0.488,0.495,0.0,0.781,0.0,0.0,0.0,2.083,0.0,0.862,0.0,0.0
