tag,Summer 2005,Winter 2006,Summer 2006,Winter 2007,Summer 2007,Winter 2008,Summer 2008,Winter 2009,Summer 2009,Winter 2010,Summer 2010,Winter 2011,Summer 2011,Winter 2012,Summer 2012,Winter 2013,Summer 2013,Winter 2014,Summer 2014,Winter 2015,Summer 2015,Winter 2016,Summer 2016,Winter 2017,Summer 2017,Winter 2018,Summer 2018,Winter 2019,Summer 2019,Winter 2020,Summer 2020,Winter 2021,Summer 2021,Winter 2022,Summer 2022,Winter 2023,Summer 2023,Winter 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Fall 2026,Winter 2027
Lending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.767,0.754,0.427,0.0,0.0,0.403,0.806,0.0,0.0,0.0,0.602,0.0,0.503,0.0,0.0,0.0,0.0
Lidar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.685,0.763,0.0,0.0,0.439,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Livestock Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Location-based,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Logistics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,6.522,1.923,4.054,2.564,0.909,4.808,3.279,1.961,2.586,1.6,2.055,4.58,3.093,2.841,3.07,0.957,2.976,0.767,3.015,3.419,1.825,3.182,2.419,1.613,1.064,1.205,2.098,2.41,1.37,1.508,0.0,2.979,0.0,0.0
ML,0.0,0.0,0.0,0.0,0.0,0.0,4.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.512,0.503,0.427,0.0,1.364,0.403,0.806,0.0,0.0,2.098,0.0,0.0,0.503,0.513,0.851,0.0,0.0
Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.846,0.0,0.0,0.0,3.333,1.515,0.0,0.0,0.0,4.054,5.128,6.364,0.0,2.459,2.941,3.448,4.8,6.164,3.053,3.608,4.545,6.14,6.22,2.976,5.115,6.03,4.701,4.38,5.0,2.419,4.032,6.383,3.012,5.594,2.41,3.425,1.508,0.0,5.106,0.0,0.0
Manufacturing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,1.205,2.174,0.0,0.0,0.0,0.909,1.923,0.82,0.98,2.586,0.8,1.37,0.0,0.515,1.136,0.439,0.957,0.595,1.023,2.01,1.282,0.73,1.818,1.21,4.032,2.128,3.012,6.294,2.41,2.74,0.0,0.513,6.809,5.714,0.0
Maritime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Market Research,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.512,0.251,0.0,0.365,0.455,0.0,0.403,1.064,0.602,0.699,1.205,0.685,0.0,0.0,1.277,0.0,0.0
Marketing,0.0,0.0,0.0,0.0,5.263,0.0,0.0,0.0,0.0,11.111,2.778,2.222,3.333,4.545,2.41,0.0,3.846,0.0,3.846,0.909,0.0,2.459,0.0,0.862,0.8,0.0,0.0,1.031,2.841,0.439,0.957,1.19,1.023,3.015,2.137,2.19,4.545,3.226,2.016,2.128,1.807,1.399,2.41,3.425,1.005,1.026,0.851,0.0,0.0
Marketplace,0.0,0.0,10.0,0.0,0.0,0.0,4.545,6.25,15.385,3.704,8.333,17.778,6.667,7.576,3.614,13.043,11.538,9.459,8.974,6.364,8.654,7.377,10.784,8.621,9.6,6.164,3.817,6.186,6.25,8.333,5.263,5.952,8.44,8.04,2.137,3.65,1.364,2.419,0.403,1.064,0.602,1.399,0.602,2.74,0.0,0.0,2.553,0.0,0.0
Media,0.0,14.286,0.0,0.0,5.263,4.762,4.545,0.0,0.0,7.407,2.778,0.0,0.0,3.03,2.41,0.0,0.0,1.351,1.282,0.909,0.962,0.0,1.961,0.862,0.8,0.0,1.527,0.0,1.705,0.439,0.0,0.595,0.256,0.251,0.427,1.095,0.455,0.403,1.21,2.128,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0
Medical Devices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,0.0,3.636,2.885,3.279,0.98,2.586,0.0,3.425,3.053,2.062,1.136,0.877,1.914,0.595,3.069,1.759,1.282,0.0,1.364,0.403,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.426,0.0,0.0
Medical Robotics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.568,0.0,0.0,0.0,0.256,0.0,0.427,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,0.439,0.957,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.426,0.0,0.0
Mental Health Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923,0.0,1.282,0.0,0.0,1.639,0.98,1.724,0.0,1.37,1.527,0.0,0.568,1.316,0.957,0.893,1.79,1.508,0.427,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Messaging,0.0,0.0,0.0,15.385,0.0,0.0,0.0,0.0,0.0,0.0,2.778,6.667,1.667,7.576,1.205,0.0,1.923,2.703,1.282,1.818,0.962,2.459,0.98,1.724,0.8,1.37,0.0,0.0,1.136,0.439,0.957,0.0,0.512,0.251,1.282,0.0,0.0,0.0,0.403,1.064,0.0,0.0,0.0,0.0,0.0,0.513,0.0,0.0,0.0
Metaverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.515,1.136,0.0,0.478,0.0,0.0,0.251,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microfluidics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.8,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microinsurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763,0.0,0.568,0.439,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,2.174,0.0,0.0,0.0,0.909,0.0,0.82,0.98,0.0,0.0,0.0,1.527,0.515,0.0,0.439,0.0,0.595,0.0,0.251,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monitoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,0.0,0.0,0.0,0.0,1.923,0.0,1.282,0.0,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0,0.0,0.0,0.73,0.455,0.806,0.403,0.0,0.0,0.699,0.0,0.685,0.0,0.0,0.851,0.0,0.0
Music,0.0,0.0,10.0,0.0,5.263,4.762,4.545,6.25,0.0,0.0,0.0,2.222,1.667,0.0,1.205,2.174,1.923,0.0,0.0,0.0,0.0,0.82,0.0,0.862,0.8,0.0,0.0,0.0,0.0,0.439,0.0,0.298,0.0,0.503,0.0,0.0,0.0,0.806,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
NFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,1.282,0.0,0.0,0.0,0.98,2.586,1.6,0.0,0.0,0.515,1.136,0.0,0.0,0.595,0.256,0.503,0.855,0.365,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0
Nanomedicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.763,0.0,0.0,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nanosensors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nanotechnology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.98,1.724,0.0,0.0,0.0,0.0,1.136,0.439,0.0,0.0,0.0,0.0,0.427,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navigation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.427,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neobank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.8,0.685,0.763,0.515,0.0,0.439,0.957,1.19,0.767,3.769,2.991,1.095,1.364,0.806,0.403,0.0,0.602,0.699,0.602,1.37,0.0,0.513,0.0,0.0,0.0
Networks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Neurotechnology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.862,0.0,0.685,1.527,0.515,1.136,0.0,0.0,0.595,0.256,0.754,0.0,0.0,0.0,0.403,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Next-gen Network Security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No-code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,0.0,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.515,0.0,0.0,0.957,0.298,1.279,0.503,1.709,1.095,0.455,1.21,0.403,2.128,0.0,0.0,0.602,2.74,0.0,0.0,0.0,0.0,0.0
Nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,0.0,0.0,0.0,2.703,1.282,2.727,1.923,0.82,1.961,3.448,0.0,0.685,0.0,1.031,0.568,0.439,0.478,0.595,0.0,0.251,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Note-taking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.298,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0
Notifications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oncology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818,0.0,0.0,0.0,0.0,1.6,0.685,0.763,0.0,0.0,0.0,0.478,0.298,0.256,0.251,1.282,0.73,0.0,1.613,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.851,0.0,0.0
Open Source,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.846,0.0,2.778,0.0,3.333,0.0,1.205,2.174,1.923,1.351,1.282,2.727,0.962,0.82,0.0,0.0,0.0,1.37,1.527,0.515,3.977,2.193,5.742,3.869,2.046,2.764,5.556,7.664,5.0,4.839,2.823,0.0,4.217,3.497,3.614,2.055,0.0,1.026,3.404,0.0,0.0
Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.595,0.767,0.503,0.427,1.095,0.455,1.613,2.823,1.064,0.602,2.098,0.602,2.055,1.508,0.0,0.426,0.0,0.0
Payments,0.0,0.0,0.0,0.0,0.0,4.762,0.0,0.0,0.0,0.0,0.0,6.667,1.667,3.03,0.0,4.348,3.846,1.351,3.846,3.636,1.923,1.639,0.98,1.724,3.2,1.37,1.527,4.124,2.273,1.316,2.871,2.679,3.581,4.523,6.41,4.745,3.182,1.613,1.613,1.064,1.205,0.0,0.602,0.685,0.503,0.513,0.0,0.0,0.0
Payroll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.685,0.0,0.515,0.568,0.0,0.0,0.0,0.512,0.251,0.427,0.73,0.909,0.403,0.403,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Pediatrics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.568,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Personalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.0,1.351,0.0,0.0,0.962,0.82,0.98,0.0,0.8,0.0,0.0,0.0,0.568,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,1.277,0.0,0.0
Plant-based Meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Podcasts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.685,0.0,0.0,0.568,0.0,0.478,0.0,0.256,0.0,0.427,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Primary Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962,0.0,0.0,0.0,0.0,0.0,0.763,0.515,0.0,0.439,0.0,0.0,0.767,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Privacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,1.205,0.0,0.0,1.351,1.282,0.0,0.0,0.82,1.961,0.0,0.0,0.0,0.0,0.0,0.568,0.0,0.0,0.595,0.256,0.754,0.0,0.365,0.455,0.0,0.806,0.0,0.0,0.699,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Procurement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.862,0.0,0.0,0.0,0.0,0.568,0.0,0.478,0.595,0.256,0.0,0.0,0.0,0.455,0.403,0.403,1.064,0.0,0.0,0.602,0.0,0.0,0.0,0.851,0.0,0.0
Productivity,0.0,14.286,0.0,7.692,0.0,0.0,0.0,6.25,0.0,0.0,8.333,4.444,3.333,4.545,0.0,0.0,5.769,2.703,0.0,0.909,0.962,1.639,0.98,0.862,1.6,0.685,1.527,4.124,1.136,3.509,2.871,2.381,3.069,3.015,5.983,4.745,2.727,4.032,4.435,2.128,1.205,3.497,5.422,2.74,0.0,1.538,1.277,2.857,0.0
Proptech,0.0,0.0,0.0,0.0,0.0,0.0,4.545,0.0,0.0,0.0,0.0,0.0,1.667,1.515,0.0,0.0,0.0,1.351,0.0,1.818,0.962,0.82,0.98,0.862,2.4,0.0,0.763,0.515,2.273,1.754,1.435,2.083,2.046,3.518,2.991,2.555,1.364,1.21,1.613,1.064,0.602,0.0,0.602,1.37,0.0,0.0,0.0,0.0,0.0
Psychedelics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantum Computing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,0.0,0.0
Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.846,3.704,2.778,2.222,3.333,1.515,0.0,2.174,1.923,1.351,0.0,2.727,0.0,1.639,1.961,2.586,0.8,0.685,2.29,1.546,2.841,0.877,0.478,1.19,0.512,2.261,3.419,1.46,1.364,0.806,2.016,1.064,0.602,0.699,1.205,0.685,0.503,0.0,1.702,0.0,0.0
Recommendation System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recruiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778,2.222,1.667,1.515,0.0,2.174,1.923,0.0,0.0,0.0,2.885,0.82,0.0,1.724,4.8,0.685,0.763,3.093,2.841,1.754,0.957,2.083,1.535,0.503,0.855,0.0,1.364,0.806,0.0,1.064,1.807,0.0,0.602,0.685,0.0,0.513,0.851,2.857,0.0
Referrals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regtech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763,0.0,0.568,0.0,0.478,0.0,0.512,0.754,0.855,0.73,0.909,0.403,0.403,1.064,0.602,0.0,0.0,0.0,0.503,0.0,0.426,0.0,0.0
Reinforcement Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,1.21,0.403,1.064,2.41,3.497,2.41,2.055,2.01,0.0,5.957,0.0,0.0
Remittances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.0,0.0,0.0,0.568,0.0,0.478,0.0,0.0,0.251,0.0,0.0,0.455,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923,1.351,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.568,0.0,0.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remote Work,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174,0.0,1.351,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.685,0.0,0.0,0.0,0.877,0.0,0.595,0.767,0.251,0.0,0.365,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0
Renewable Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.98,0.0,0.8,0.0,0.0,1.031,0.568,0.0,0.0,0.298,0.256,0.251,0.427,0.73,0.455,0.403,0.403,0.0,0.602,0.0,0.0,0.0,0.503,0.0,0.851,0.0,0.0
